date,load_before_transmission_mw,wind_mw,solar_mw,month,day_of_month,day_of_yr,hour,week,load_w_transmission_loss_and_load_scale,critical_load_mw,therm_gen_baseline,load_after_therm_gen_baseline,total_vre_gen_mw,load_vre_diff,load_after_therm_gen_baseline_and_vre_prod,curtailment_after_therm_gen_baseline_and_vre,battery_soc_mwh,battery_curtailment_after_charge_mw,battery_discharge_mw,thermal_gen_delta_from_baseline,battery_final_thermal_prod_mw,battery_final_remaining_load_mw,battery_vre_to_grid,battery_to_load_mw,battery_curtailed_vre_mw,battery_vre_to_battery,cruise_ships_boolean,battery_curtail_available_for_cruise,gen_thermal_total_mw,thermal_gen_total_kwh,rice_fuel_cost,rice_o_and_m_cost,rice_total_cost,combustion_fuel_cost,combustion_o_and_m_cost,combustion_total_cost,h2_surplus_gen_mw,h2_production_kg,h2_h20_demand_m3,h2_compression_and_desal_demand_mw,h2_electrolyzer_load,h2_fuel_cell_power_gen_mw,h2_fuel_cell_consumption,h2_storage_state,h2_production_after_constraints,h2_combination_load_mw_colname,h2_curtailed_vre,h2_thermal_gen_delta,h2_real_thermal_prod,h2_real_remaing_load,h2_vre_to_grid,h2_fuel_cell_to_grid,h2_vre_to_h2_prod,h2_final_curtailed_vre,h2_curtail_available_for_cruise
1/1/17 0:00,35.1,1.68,0,1,1,1,0,52,35.1,11.7,31,4.1,1.68,33.42,2.42,0,177.1,0.345714286,0,-0.345714286,30.65428571,4.445714286,1.68,2.765714286,0,0,FALSE,0,33.42,33420,5906.804676,350.91,6257.714676,10627.07914,153.732,10780.81114,0,0,0,0,0,2.42,121.0706245,55428.92938,0,0,0,0,35,4.1,1.68,2.42,0,0,0
1/1/17 1:00,35.1,1.23,0,1,1,1,1,52,35.1,11.7,31,4.1,1.23,33.87,2.87,0,173.9,0.41,3.28,-0.41,30.59,4.51,1.23,3.28,0,0,FALSE,0,33.87,33870,5986.339748,355.635,6341.974748,10770.17266,155.802,10925.97466,0,0,0,0,0,2.87,143.5837572,55285.34562,0,0,0,0,35,4.1,1.23,2.87,0,0,0
1/1/17 2:00,34.6,1.09,0,1,1,1,2,52,34.6,11.53333333,31,3.6,1.09,33.51,2.51,0,171.0,0.358571429,2.868571429,-0.358571429,30.64142857,3.958571429,1.09,2.868571429,0,0,FALSE,0,33.51,33510,5922.711691,351.855,6274.566691,10655.69784,154.146,10809.84384,0,0,0,0,0,2.51,125.5732511,55159.77237,0,0,0,0,34.6,3.6,1.09,2.51,0,0,0
1/1/17 3:00,34.2,1.47,0,1,1,1,3,52,34.2,11.4,31,3.2,1.47,32.73,1.73,0,169.0,0.247142857,1.977142857,-0.247142857,30.75285714,3.447142857,1.47,1.977142857,0,0,FALSE,0,32.73,32730,5784.850899,343.665,6128.515899,10407.66906,150.558,10558.22706,0,0,0,0,0,1.73,86.55048778,55073.22188,0,0,0,0,34.2,3.2,1.47,1.73,0,0,0
1/1/17 4:00,33.8,1.12,0,1,1,1,4,52,33.8,11.26666667,31,2.8,1.12,32.68,1.68,0,167.1,0.24,1.92,-0.24,30.76,3.04,1.12,1.92,0,0,FALSE,0,32.68,32680,5776.013669,343.14,6119.153669,10391.76978,150.328,10542.09778,0,0,0,0,0,1.68,84.0490286,54989.17285,0,0,0,0,33.8,2.8,1.12,1.68,0,0,0
1/1/17 5:00,33.4,0.91,0,1,1,1,5,52,33.4,11.13333333,31,2.4,0.91,32.49,1.49,0,165.4,0.212857143,1.702857143,-0.212857143,30.78714286,2.612857143,0.91,1.702857143,0,0,FALSE,0,32.49,32490,5742.432194,341.145,6083.577194,10331.35252,149.454,10480.80652,0,0,0,0,0,1.49,74.5434837,54914.62937,0,0,0,0,33.4,2.4,0.91,1.49,0,0,0
1/1/17 6:00,33.3,1.84,0,1,1,1,6,52,33.3,11.1,31,2.3,1.84,31.46,0.46,0,164.9,0.065714286,0.525714286,-0.065714286,30.93428571,2.365714286,1.84,0.525714286,0,0,FALSE,0,31.46,31460,5560.385252,330.33,5890.715252,10003.82734,144.716,10148.54334,0,0,0,0,0,0.46,23.0134245,54891.61594,0,0,0,0,33.3,2.3,1.84,0.46,0,0,0
1/1/17 7:00,33.8,1.59,6.8978,1,1,1,7,52,33.8,11.26666667,31,2.8,8.4878,25.3122,0,5.6878,170.6,0,0,0,31,2.8,2.8,0,0,0,FALSE,0,25.3122,25312.2,4473.794773,265.7781,4739.572873,8048.915396,116.43612,8165.351516,5.6878,95.65475388,1.647191334,0.38558396,5.30221604,0,0,54987.2707,95.65475388,5.6878,0,0,33.8,2.8,2.8,0,5.6878,-1.53E-13,0
1/1/17 8:00,34.7,1.18,21.3585,1,1,1,8,52,34.7,11.56666667,31,3.7,22.5385,12.1615,0,18.8385,189.4,0,0,0,31,3.7,3.7,0,0,0,TRUE,0,12.1615,12161.5,2149.479505,127.69575,2277.175255,3867.182014,55.9429,3923.124914,18.8385,316.8170613,5.455644351,1.277088405,17.5614116,0,0,55304.08776,316.8170613,18.8385,0,0,33.61810568,3.7,3.7,0,18.8385,-3.55E-14,0
1/1/17 9:00,34.7,0.78,27.9603,1,1,1,9,52,34.7,11.56666667,31,3.7,28.7403,5.9597,0,25.0403,214.4,0,0,0,31,3.7,3.7,0,0,0,TRUE,0,5.9597,5959.7,1053.344818,62.57685,1115.921668,1895.098849,27.41462,1922.513469,25.0403,421.1160262,7.251690487,1.697517148,23.34278285,0,0,55725.20378,421.1160262,25.0403,0,0,27.41168368,3.7,3.7,0,25.0403,0,0
1/1/17 10:00,40.7,0.87,41.7277,1,1,1,10,52,40.7,13.56666667,31,9.7,42.5977,-1.8977,0,32.8977,220.0,27.3343,0,-27.3343,3.6657,37.0343,37.0343,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,32.8977,553.2580957,9.52719968,2.230181342,30.66751866,0,0,56278.46188,553.2580957,32.8977,0,0,19.55361568,9.7,9.7,0,32.8977,-7.11E-14,0
1/1/17 11:00,41.4,0.86,39.6265,1,1,1,11,52,41.4,13.8,31,10.4,40.4865,0.9135,0,30.0865,220.0,30.0865,0,-30.0865,0.9135,40.4865,40.4865,0,0,0,TRUE,0,0.9135,913.5,161.456196,9.59175,171.047946,290.4798561,4.2021,294.6819561,30.0865,505.980652,8.713073959,2.039606141,28.04689386,0,0,56784.44253,505.980652,30.0865,0,0,22.36809568,10.4,10.4,0,30.0865,1.99E-13,0
1/1/17 12:00,43.7,0.91,41.0319,1,1,1,12,52,43.7,14.56666667,31,12.7,41.9419,1.7581,0,29.2419,220.0,29.2419,0,-29.2419,1.7581,41.9419,41.9419,0,0,0,TRUE,0,1.7581,1758.1,310.7346888,18.46005,329.1947388,559.0505036,8.08726,567.1377636,29.2419,491.7765652,8.468477137,1.98234952,27.25955048,0,0,57276.2191,491.7765652,29.2419,0,0,23.20857468,12.7,12.7,0,29.2419,1.28E-13,0
1/1/17 13:00,43.4,0.81,45.3001,1,1,1,13,52,43.4,14.46666667,31,12.4,46.1101,-2.7101,0,33.7101,220.0,33.7101,0,-31,0,43.4,43.4,0,2.7101,0,TRUE,2.7101,0,0,0,0,0,0,0,0,33.7101,566.920658,9.762471356,2.285255081,31.42484492,0,0,57843.13975,566.920658,33.7101,0,0,18.74701168,12.4,12.4,0,33.7101,8.53E-14,0
1/1/17 14:00,42.9,0.89,39.6748,1,1,1,14,52,42.9,14.3,31,11.9,40.5648,2.3352,0,28.6648,220.0,28.6648,0,-28.6648,2.3352,40.5648,40.5648,1.42E-14,0,0,TRUE,0,2.3352,2335.2,412.734,24.5196,437.2536,742.56,10.74192,753.30192,28.6648,482.071168,8.301348526,1.943227099,26.7215729,0,0,58325.21092,482.071168,28.6648,0,0,23.78858868,11.9,11.9,0,28.6648,1.49E-13,0
1/1/17 15:00,43.3,0.41,26.1485,1,1,1,15,52,43.3,14.43333333,31,12.3,26.5585,16.7415,0,14.2585,220.0,14.2585,0,-14.2585,16.7415,26.5585,26.5585,0,0,0,TRUE,0,16.7415,16741.5,2958.969793,175.78575,3134.755543,5323.556115,77.0109,5400.567015,14.2585,239.7927684,4.129272765,0.966603765,13.29189624,0,0,58565.00369,239.7927684,14.2585,0,0,35,12.3,12.3,0,14.2585,-7.46E-14,0
1/1/17 16:00,44.9,0.03,17.5953,1,1,1,16,52,44.9,14.96666667,31,13.9,17.6253,27.2747,0,3.7253,220.0,3.7253,0,-3.7253,27.2747,17.6253,17.6253,0,0,0,TRUE,0,27.2747,27274.7,4820.656059,286.38435,5107.040409,8672.962158,125.46362,8798.425778,3.7253,62.65034893,1.078849797,0.252543325,3.472756675,0,0,58627.65404,62.65034893,3.7253,0,0,35,13.9,13.9,0,3.7253,-1.07E-14,0
1/1/17 17:00,44,0.14,2.9462,1,1,1,17,52,44,14.66666667,31,13,3.0862,40.9138,9.9138,0,208.7,1.416257143,11.33005714,-1.416257143,29.58374286,14.41625714,3.0862,11.33005714,0,0,FALSE,0,40.9138,40913.8,7231.293392,429.5949,7660.888292,13009.99971,188.20348,13198.20319,0,0,0,0,0,9.9138,495.9793213,58131.67472,0,0,0,0,35,13,3.0862,9.9138,0,0,0
1/1/17 18:00,44,0.35,0,1,1,1,18,52,44,14.66666667,31,13,0.35,43.65,12.65,0,194.2,1.807142857,14.45714286,-1.807142857,29.19285714,14.80714286,0.35,14.45714286,0,0,FALSE,0,43.65,43650,7714.901978,458.325,8173.226978,13880.07194,200.79,14080.86194,0,0,0,0,0,12.65,632.8691737,57498.80555,0,0,0,0,35,13,0.35,12.65,0,0,0
1/1/17 19:00,45.5,1.29,0,1,1,1,19,52,45.5,15.16666667,31,14.5,1.29,44.21,13.21,0,179.1,1.887142857,15.09714286,-1.887142857,29.11285714,16.38714286,1.29,15.09714286,0,0,FALSE,0,44.21,44210,7813.878957,464.205,8278.083957,14058.14388,203.366,14261.50988,0,0,0,0,0,13.21,660.8855166,56837.92003,0,0,0,0,35,14.5,1.29,13.21,0,0,0
1/1/17 20:00,46.5,3.08,0,1,1,1,20,52,46.5,15.5,31,15.5,3.08,43.42,12.42,0,164.9,1.774285714,14.19428571,-1.774285714,29.22571429,17.27428571,3.08,14.19428571,0,0,FALSE,0,43.42,43420,7674.250719,455.91,8130.160719,13806.93525,199.732,14006.66725,0,0,0,0,0,12.42,621.3624614,56216.55757,0,0,0,0,35,15.5,3.08,12.42,0,0,0
1/1/17 21:00,45,5.54,0,1,1,1,21,52,45,15,31,14,5.54,39.46,8.46,0,155.3,1.208571429,9.668571429,-1.208571429,29.79142857,15.20857143,5.54,9.668571429,0,0,FALSE,0,39.46,39460,6974.342086,414.33,7388.672086,12547.71223,181.516,12729.22823,0,0,0,0,0,8.46,423.246894,55793.31067,0,0,0,0,35,14,5.54,8.46,0,0,0
1/1/17 22:00,41.7,3.97,0,1,1,1,22,52,41.7,13.9,31,10.7,3.97,37.73,6.73,0,147.6,0.961428571,7.691428571,-0.961428571,30.03857143,11.66142857,3.97,7.691428571,0,0,FALSE,0,37.73,37730,6668.573921,396.165,7064.738921,11997.59712,173.558,12171.15512,0,0,0,0,0,6.73,336.6964062,55456.61427,0,0,0,0,35,10.7,3.97,6.73,0,0,0
1/1/17 23:00,39.6,5.34,0,1,1,1,23,52,39.6,13.2,31,8.6,5.34,34.26,3.26,0,143.8,0.465714286,3.725714286,-0.465714286,30.53428571,9.065714286,5.34,3.725714286,0,0,FALSE,0,34.26,34260,6055.270144,359.73,6415.000144,10894.18705,157.596,11051.78305,0,0,0,0,0,3.26,163.0951388,55293.51913,0,0,0,0,35,8.6,5.34,3.26,0,0,0
1/2/17 0:00,37.4,5.21,0,1,2,2,0,1,37.4,12.46666667,31,6.4,5.21,32.19,1.19,0,142.5,0.17,1.36,-0.17,30.83,6.57,5.21,1.36,0,0,FALSE,0,32.19,32190,5689.408813,337.995,6027.403813,10235.95683,148.074,10384.03083,0,0,0,0,0,1.19,59.53472859,55233.9844,0,0,0,0,35,6.4,5.21,1.19,0,0,0
1/2/17 1:00,36.2,7.51,0,1,2,2,1,1,36.2,12.06666667,31,5.2,7.51,28.69,0,2.31,144.8,0,0,0,31,5.2,5.2,0,0,0,FALSE,0,28.69,28690,5070.802698,301.245,5372.047698,9123.007194,131.974,9254.981194,2.31,38.84849704,0.668977809,0.156598148,2.153401852,0,0,55272.8329,38.84849704,2.31,0,0,35,5.2,5.2,0,2.31,-9.95E-14,0
1/2/17 2:00,34.9,6.42,0,1,2,2,2,1,34.9,11.63333333,31,3.9,6.42,28.48,0,2.52,147.3,0,0,0,31,3.9,3.9,0,0,0,FALSE,0,28.48,28480,5033.686331,299.04,5332.726331,9056.230216,131.008,9187.238216,2.52,42.38017859,0.729793973,0.170834344,2.349165656,0,0,55315.21308,42.38017859,2.52,0,0,34.9,3.9,3.9,0,2.52,1.72E-13,0
1/2/17 3:00,34.2,5.91,0,1,2,2,3,1,34.2,11.4,31,3.2,5.91,28.29,0,2.71,150.0,0,0,0,31,3.2,3.2,0,0,0,FALSE,0,28.29,28290,5000.104856,297.045,5297.149856,8995.81295,130.134,9125.94695,2.71,45.57550952,0.784818122,0.183714711,2.526285289,0,0,55360.78858,45.57550952,2.71,0,0,34.2,3.2,3.2,0,2.71,1.21E-13,0
1/2/17 4:00,33.7,6.51,0,1,2,2,4,1,33.7,11.23333333,31,2.7,6.51,27.19,0,3.81,153.8,0,0,0,31,2.7,2.7,0,0,0,FALSE,0,27.19,27190,4805.685791,285.495,5091.180791,8646.028777,125.074,8771.102777,3.81,64.07479382,1.103378983,0.258285257,3.551714743,0,0,55424.86338,64.07479382,3.81,0,0,33.7,2.7,2.7,0,3.81,7.46E-14,0
1/2/17 5:00,33.2,5.17,0,1,2,2,5,1,33.2,11.06666667,31,2.2,5.17,28.03,0,2.97,156.8,0,0,0,31,2.2,2.2,0,0,0,FALSE,0,28.03,28030,4954.151259,294.315,5248.466259,8913.136691,128.938,9042.074691,2.97,49.94806762,0.860114326,0.201340476,2.768659524,0,0,55474.81145,49.94806762,2.97,0,0,33.2,2.2,2.2,0,2.97,-1.26E-13,0
1/2/17 6:00,34.6,5.19,0,1,2,2,6,1,34.6,11.53333333,31,3.6,5.19,29.41,0,1.59,158.4,0,0,0,31,3.6,3.6,0,0,0,FALSE,0,29.41,29410,5198.058813,308.805,5506.863813,9351.956835,135.286,9487.242835,1.59,26.73987459,0.460465245,0.107788336,1.482211664,0,0,55501.55132,26.73987459,1.59,0,0,34.6,3.6,3.6,0,1.59,-1.46E-13,0
1/2/17 7:00,37.3,4.82,6.4943,1,2,2,7,1,37.3,12.43333333,31,6.3,11.3143,25.9857,0,5.0143,163.4,0,0,0,31,6.3,6.3,0,0,0,FALSE,0,25.9857,25985.7,4592.832264,272.84985,4865.682114,8263.078705,119.53422,8382.612925,5.0143,84.32814663,1.452145206,0.339926448,4.674373552,0,0,55585.87947,84.32814663,5.0143,0,0,35,6.3,6.3,0,5.0143,-2.06E-13,0
1/2/17 8:00,40.3,5.08,21.2385,1,2,2,8,1,40.3,13.43333333,31,9.3,26.3185,13.9815,0,17.0185,180.4,0,0,0,31,9.3,9.3,0,0,0,TRUE,0,13.9815,13981.5,2471.154685,146.80575,2617.960435,4445.915827,64.3149,4510.230727,17.0185,286.2091545,4.928570926,1.153708046,15.86479195,0,0,55872.08862,286.2091545,17.0185,0,0,35,9.3,9.3,0,17.0185,-3.20E-14,0
1/2/17 9:00,42.7,5.11,33.4175,1,2,2,9,1,42.7,14.23333333,31,11.7,38.5275,4.1725,0,26.8275,207.2,0,0,0,31,11.7,11.7,0,0,0,TRUE,0,4.1725,4172.5,737.4668615,43.81125,781.2781115,1326.794964,19.1935,1345.988464,26.8275,451.1723179,7.769265007,1.818673949,25.00882605,0,0,56323.26094,451.1723179,26.8275,0,0,25.62693568,11.7,11.7,0,26.8275,1.92E-13,0
1/2/17 10:00,45.6,6.8,41.8097,1,2,2,10,1,45.6,15.2,31,14.6,48.6097,-3.0097,0,34.0097,220.0,21.25565714,0,-21.25565714,9.744342857,35.85565714,35.85565714,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,34.0097,571.9591904,9.849235751,2.305565386,31.70413461,0,0,56895.22013,571.9591904,34.0097,0,0,18.44321568,14.6,14.6,0,34.0097,-1.85E-13,0
1/2/17 11:00,46.8,7.65,46.9957,1,2,2,11,1,46.8,15.6,31,15.8,54.6457,-7.8457,0,38.8457,220.0,38.8457,0,-31,0,46.8,46.8,0,7.8457,0,TRUE,7.8457,0,0,0,0,0,0,0,0,38.8457,653.2887712,11.24974514,2.633404626,36.21229537,0,0,57548.5089,653.2887712,38.8457,0,0,13.60428568,15.8,15.8,0,38.8457,7.82E-14,0
1/2/17 12:00,48,7.26,45.3829,1,2,2,12,1,48,16,31,17,52.6429,-4.6429,0,35.6429,220.0,35.6429,0,-31,0,48,48,0,4.6429,0,TRUE,4.6429,0,0,0,0,0,0,0,0,35.6429,599.4255823,10.32221175,2.41628231,33.22661769,0,0,58147.93448,599.4255823,35.6429,0,0,16.81014568,17,17,0,35.6429,-1.49E-13,0
1/2/17 13:00,47.3,6.33,45.766,1,2,2,13,1,47.3,15.76666667,31,16.3,52.096,-4.796,0,35.796,220.0,35.796,0,-31,0,47.3,47.3,0,4.796,0,TRUE,4.796,0,0,0,0,0,0,0,0,35.796,602.0003463,10.36654963,2.426661175,33.36933883,0,0,58749.93483,602.0003463,35.796,0,0,16.66129568,16.3,16.3,0,35.796,1.85E-13,0
1/2/17 14:00,49.2,7.46,39.9536,1,2,2,14,1,49.2,16.4,31,18.2,47.4136,1.7864,0,29.2136,220.0,29.2136,0,-29.2136,1.7864,47.4136,47.4136,0,0,0,TRUE,0,1.7864,1786.4,315.7365612,18.7572,334.4937612,568.0494964,8.21744,576.2669364,29.2136,491.3006291,8.460281435,1.980431023,27.23316898,0,0,59241.23546,491.3006291,29.2136,0,0,23.23947568,18.2,18.2,0,29.2136,-7.82E-14,0
1/2/17 15:00,46.5,6.7,30.6894,1,2,2,15,1,46.5,15.5,31,15.5,37.3894,9.1106,0,21.8894,220.0,21.8894,0,-21.8894,9.1106,37.3894,37.3894,0,0,0,TRUE,0,9.1106,9110.6,1610.249392,95.6613,1705.910692,2897.039712,41.90876,2938.948472,21.8894,368.1256672,6.33918738,1.483913206,20.40548679,0,0,59609.36113,368.1256672,21.8894,0,0,30.56036568,15.5,15.5,0,21.8894,6.39E-14,0
1/2/17 16:00,47.4,5.25,17.8463,1,2,2,16,1,47.4,15.8,31,16.4,23.0963,24.3037,0,6.6963,220.0,6.6963,0,-6.6963,24.3037,23.0963,23.0963,7.11E-15,0,0,TRUE,0,24.3037,24303.7,4295.54784,255.18885,4550.73669,7728.226906,111.79702,7840.023926,6.6963,112.6152341,1.939253723,0.453951593,6.242348407,0,0,59721.97636,112.6152341,6.6963,0,0,35,16.4,16.4,0,6.6963,-3.55E-14,0
1/2/17 17:00,48.1,4.43,3.1615,1,2,2,17,1,48.1,16.03333333,31,17.1,7.5915,40.5085,9.5085,0,209.1,1.358357143,10.86685714,-1.358357143,29.64164286,18.45835714,7.5915,10.86685714,0,0,FALSE,0,40.5085,40508.5,7159.658804,425.33925,7584.998054,12881.12014,186.3391,13067.45924,0,0,0,0,0,9.5085,475.7024931,59246.27387,0,0,0,0,35,17.1,7.5915,9.5085,0,0,0
1/2/17 18:00,47.2,3.97,0,1,2,2,18,1,47.2,15.73333333,31,16.2,3.97,43.23,12.23,0,195.2,1.747142857,13.97714286,-1.747142857,29.25285714,17.94714286,3.97,13.97714286,0,0,FALSE,0,43.23,43230,7640.669245,453.915,8094.584245,13746.51799,198.858,13945.37599,0,0,0,0,0,12.23,611.8569165,58634.41695,0,0,0,0,35,16.2,3.97,12.23,0,0,0
1/2/17 19:00,47.2,2.43,0,1,2,2,19,1,47.2,15.73333333,31,16.2,2.43,44.77,13.77,0,179.4,1.967142857,15.73714286,-1.967142857,29.03285714,18.16714286,2.43,15.73714286,0,0,FALSE,0,44.77,44770,7912.855935,470.085,8382.940935,14236.21583,205.942,14442.15783,0,0,0,0,0,13.77,688.9018594,57945.51509,0,0,0,0,35,16.2,2.43,13.77,0,0,0
1/2/17 20:00,47.5,3.32,0,1,2,2,20,1,47.5,15.83333333,31,16.5,3.32,44.18,13.18,0,164.4,1.882857143,15.06285714,-1.882857143,29.11714286,18.38285714,3.32,15.06285714,0,0,FALSE,0,44.18,44180,7808.576619,463.89,8272.466619,14048.60432,203.228,14251.83232,0,0,0,0,0,13.18,659.384641,57286.13045,0,0,0,0,35,16.5,3.32,13.18,0,0,0
1/2/17 21:00,44.9,2.46,0,1,2,2,21,1,44.9,14.96666667,31,13.9,2.46,42.44,11.44,0,151.3,1.634285714,13.07428571,-1.634285714,29.36571429,15.53428571,2.46,13.07428571,0,0,FALSE,0,42.44,42440,7501.041007,445.62,7946.661007,13495.30935,195.224,13690.53335,0,0,0,0,0,11.44,572.3338614,56713.79659,0,0,0,0,35,13.9,2.46,11.44,0,0,0
1/2/17 22:00,44.1,2.07,0,1,2,2,22,1,44.1,14.7,31,13.1,2.07,42.03,11.03,0,138.7,1.575714286,12.60571429,-1.575714286,29.42428571,14.67571429,2.07,12.60571429,0,0,FALSE,0,42.03,42030,7428.575719,441.315,7869.890719,13364.93525,193.338,13558.27325,0,0,0,0,0,11.03,551.8218961,56161.97469,0,0,0,0,35,13.1,2.07,11.03,0,0,0
1/2/17 23:00,40.5,3.18,0,1,2,2,23,1,40.5,13.5,31,9.5,3.18,37.32,6.32,0,131.5,0.902857143,7.222857143,-0.902857143,30.09714286,10.40285714,3.18,7.222857143,0,0,FALSE,0,37.32,37320,6596.108633,391.86,6987.968633,11867.22302,171.672,12038.89502,0,0,0,0,0,6.32,316.1844409,55845.79025,0,0,0,0,35,9.5,3.18,6.32,0,0,0
1/3/17 0:00,38.4,3.12,0,1,3,3,0,1,38.4,12.8,31,7.4,3.12,35.28,4.28,0,126.6,0.611428571,4.891428571,-0.611428571,30.38857143,8.011428571,3.12,4.891428571,0,0,FALSE,0,35.28,35280,6235.54964,370.44,6605.98964,11218.53237,162.288,11380.82037,0,0,0,0,0,4.28,214.1249062,55631.66535,0,0,0,0,35,7.4,3.12,4.28,0,0,0
1/3/17 1:00,35.8,3.29,0,1,3,3,1,1,35.8,11.93333333,31,4.8,3.29,32.51,1.51,0,124.8,0.215714286,1.725714286,-0.215714286,30.78428571,5.015714286,3.29,1.725714286,0,0,FALSE,0,32.51,32510,5745.967086,341.355,6087.322086,10337.71223,149.546,10487.25823,0,0,0,0,0,1.51,75.54406737,55556.12128,0,0,0,0,35,4.8,3.29,1.51,0,0,0
1/3/17 2:00,35.1,3.43,0,1,3,3,2,1,35.1,11.7,31,4.1,3.43,31.67,0.67,0,124.1,0.095714286,0.765714286,-0.095714286,30.90428571,4.195714286,3.43,0.765714286,0,0,FALSE,0,31.67,31670,5597.501619,332.535,5930.036619,10070.60432,145.682,10216.28632,0,0,0,0,0,0.67,33.51955307,55522.60173,0,0,0,0,35,4.1,3.43,0.67,0,0,0
1/3/17 3:00,34.1,2.99,0,1,3,3,3,1,34.1,11.36666667,31,3.1,2.99,31.11,0.11,0,123.9,0.015714286,0.125714286,-0.015714286,30.98428571,3.115714286,2.99,0.125714286,0,0,FALSE,0,31.11,31110,5498.52464,326.655,5825.17964,9892.532374,143.106,10035.63837,0,0,0,0,0,0.11,5.503210206,55517.09851,0,0,0,0,34.1,3.1,2.99,0.11,0,0,0
1/3/17 4:00,33.3,2.22,0,1,3,3,4,1,33.3,11.1,31,2.3,2.22,31.08,0.08,0,123.9,0.011428571,0.091428571,-0.011428571,30.98857143,2.311428571,2.22,0.091428571,0,0,FALSE,0,31.08,31080,5493.222302,326.34,5819.562302,9882.992806,142.968,10025.96081,0,0,0,0,0,0.08,4.002334695,55513.09618,0,0,0,0,33.3,2.3,2.22,0.08,0,0,0
1/3/17 5:00,33.1,2.59,0,1,3,3,5,1,33.1,11.03333333,31,2.1,2.59,30.51,0,0.49,124.3,0,0,0,31,2.1,2.1,0,0,0,FALSE,0,30.51,30510,5392.477878,320.355,5712.832878,9701.741007,140.346,9842.087007,0.49,8.240590281,0.141904384,0.033217789,0.456782211,0,0,55521.33677,8.240590281,0.49,0,0,33.1,2.1,2.1,0,0.49,-1.01E-13,0
1/3/17 6:00,33.3,2.72,0,1,3,3,6,1,33.3,11.1,31,2.3,2.72,30.58,0,0.42,124.8,0,0,0,31,2.3,2.3,0,0,0,FALSE,0,30.58,30580,5404.85,321.09,5725.94,9724,140.668,9864.668,0.42,7.063363098,0.121632329,0.028472391,0.391527609,0,0,55528.40013,7.063363098,0.42,0,0,33.3,2.3,2.3,0,0.42,1.03E-13,0
1/3/17 7:00,37.5,3.07,6.3702,1,3,3,7,1,37.5,12.5,31,6.5,9.4402,28.0598,0,2.9402,127.7,0,0,0,31,6.5,6.5,0,0,0,FALSE,0,28.0598,28059.8,4959.418248,294.6279,5254.046148,8922.612662,129.07508,9051.687742,2.9402,49.44690519,0.851484222,0.199320292,2.740879708,0,0,55577.84704,49.44690519,2.9402,0,0,35,6.5,6.5,0,2.9402,-5.51E-14,0
1/3/17 8:00,40.4,2.59,6.2057,1,3,3,8,1,40.4,13.46666667,31,9.4,8.7957,31.6043,0.6043,0,127.0,0.086328571,0.690628571,-0.086328571,30.91367143,9.486328571,8.7957,0.690628571,0,0,TRUE,0,31.6043,31604.3,5585.889498,331.84515,5917.734648,10049.71266,145.37978,10195.09244,0,0,0,0,0,0.6043,30.2326357,55547.6144,0,0,0,0,35,9.4,8.7957,0.6043,0,0,0
1/3/17 9:00,41.6,3.22,32.8464,1,3,3,9,1,41.6,13.86666667,31,10.6,36.0664,5.5336,0,25.4664,152.5,0,0,0,31,10.6,10.6,0,0,0,TRUE,0,5.5336,5533.6,978.0339424,58.1028,1036.136742,1759.60518,25.45456,1785.05974,25.4664,428.2819762,7.375089381,1.726403066,23.73999693,0,0,55975.89638,428.2819762,25.4664,0,0,26.99083568,10.6,10.6,0,25.4664,1.21E-13,0
1/3/17 10:00,45.3,2.55,36.1934,1,3,3,10,1,45.3,15.1,31,14.3,38.7434,6.5566,0,24.4434,176.9,0,0,0,31,14.3,14.3,0,0,0,TRUE,0,6.5566,6556.6,1158.843673,68.8443,1227.687973,2084.90446,30.16036,2115.06482,24.4434,411.0776418,7.07882778,1.657052457,22.78634754,0,0,56386.97402,411.0776418,24.4434,0,0,28.00852568,14.3,14.3,0,24.4434,-1.85E-13,0
1/3/17 11:00,46.3,2.74,42.929,1,3,3,11,1,46.3,15.43333333,31,15.3,45.669,0.631,0,30.369,207.3,0,0,0,31,15.3,15.3,0,0,0,TRUE,0,0.631,631,111.5258453,6.6255,118.1513453,200.6489209,2.9026,203.5515209,30.369,510.7316046,8.79488618,2.058757214,28.31024279,0,0,56897.70563,510.7316046,30.369,0,0,22.08835568,15.3,15.3,0,30.369,9.24E-14,0
1/3/17 12:00,47.4,4.75,12.2718,1,3,3,12,1,47.4,15.8,31,16.4,17.0218,30.3782,0,0.6218,207.9,0,0,0,31,16.4,16.4,0,0,0,TRUE,0,30.3782,30378.2,5369.182939,318.9711,5688.154039,9659.830504,139.73972,9799.570224,0.6218,10.45714089,0.180073767,0.042152696,0.579647304,0,0,56908.16277,10.45714089,0.6218,0,0,35,16.4,16.4,0,0.6218,-1.24E-13,0
1/3/17 13:00,48.1,5.51,24.0811,1,3,3,13,1,48.1,16.03333333,31,17.1,29.5911,18.5089,0,12.4911,220.0,0.404414286,0,-0.404414286,30.59558571,17.50441429,17.50441429,0,0,0,TRUE,0,18.5089,18508.9,3271.348207,194.34345,3465.691657,5885.563885,85.14094,5970.704825,12.4911,210.0694638,3.617432341,0.846789233,11.64431077,0,0,57118.23223,210.0694638,12.4911,0,0,35,17.1,17.1,0,12.4911,-7.11E-14,0
