date,load_mw,gen_wind_mw,gen_solar_mw,gen_thermal_total_mw,gen_thermal_total_kwh,rice_fuel_cost,rice_o_and_m_cost,rice_total_cost,combustion_fuel_cost,combustion_o_and_m_cost,combustion_total_cost
2017-06-01 12:59:59.999238,42.2,2.01037,13.117379999999999,27.072250000000004,27072.250000000004,4784.874114208634,284.25862500000005,5069.132739208634,8608.585971223023,124.53235000000001,8733.118321223023
2017-06-01 13:59:59.999238,42.6,2.1079299999999996,16.245639999999998,24.24643,24246.43,4285.425676438849,254.58751500000002,4540.013191438849,7710.015870503597,111.533578,7821.549448503597
2017-06-01 14:59:59.999237,42.1,1.9196600000000001,15.94904,24.2313,24231.3,4282.75153057554,254.42865,4537.180180575539,7705.2047482014395,111.46397999999999,7816.668728201439
2017-06-01 15:59:59.999237,43.5,2.17766,12.223360000000001,29.098979999999997,29098.979999999996,5143.087706115107,305.53929,5448.6269961151065,9253.056949640288,133.85530799999998,9386.912257640288
2017-06-01 16:59:59.999237,43.5,1.57895,7.21002,34.71103,34711.03,6134.987262769784,364.465815,6499.453077769784,11037.608100719424,159.670738,11197.278838719425
2017-06-01 17:59:59.999237,43.7,1.18505,2.364191,40.15075900000001,40150.759000000005,7096.4300124640295,421.5829695000001,7518.01298196403,12767.363653237411,184.69349140000003,12952.05714463741
2017-06-01 18:59:59.999237,45.7,0.999947,0.09360266999999999,44.60645033,44606.45033,7883.949413541546,468.367728465,8352.317142006546,14184.209385510792,205.18967151799998,14389.399057028792
2017-06-01 19:59:59.999236,45.0,1.23195,0.0,43.76805,43768.05,7735.766678956835,459.56452500000006,8195.331203956835,13917.610143884895,201.33303,14118.943173884894
2017-06-01 20:59:59.999236,43.9,1.09016,0.0,42.80984,42809.840000000004,7566.408231654677,449.5033200000001,8015.911551654677,13612.913151079138,196.92526400000003,13809.838415079137
2017-06-01 21:59:59.999236,42.6,1.51705,0.0,41.082950000000004,41082.950000000004,7261.189741906475,431.3709750000001,7692.560716906475,13063.786978417267,188.98157,13252.768548417267
2017-06-01 22:59:59.999236,42.3,1.58677,0.0,40.713229999999996,40713.229999999996,7195.843726798561,427.48891499999996,7623.332641798561,12946.221338129497,187.28085799999997,13133.502196129497
2017-06-01 23:59:59.999236,43.4,2.10316,0.0,41.296839999999996,41296.84,7298.993645323741,433.61682,7732.610465323741,13131.800920863308,189.96546399999997,13321.76638486331
2017-06-02 00:59:59.999235,36.8,2.16509,0.0,34.63491,34634.909999999996,6121.533463489208,363.66655499999996,6485.200018489208,11013.403035971223,159.320586,11172.723621971223
2017-06-02 01:59:59.999235,35.7,1.5319500000000001,0.0,34.16805,34168.05,6039.018477517986,358.76452500000005,6397.7830025179865,10864.948273381297,157.17303,11022.121303381296
2017-06-02 02:59:59.999235,34.5,1.7749000000000001,0.0,32.7251,32725.1,5783.984850719425,343.61355000000003,6127.598400719425,10406.1109352518,150.53546,10556.646395251799
2017-06-02 03:59:59.999235,34.1,1.76979,0.0,32.33021,32330.210000000003,5714.190173920864,339.46720500000004,6053.657378920864,10280.541597122303,148.71896600000002,10429.260563122303
2017-06-02 04:59:59.999235,34.2,1.5426600000000001,0.0,32.657340000000005,32657.340000000004,5772.0086363309365,342.90207000000004,6114.910706330937,10384.564230215829,150.22376400000002,10534.787994215829
2017-06-02 05:59:59.999234,34.6,1.68997,0.0,32.91003,32910.03,5816.670230395684,345.555315,6162.225545395683,10464.91601438849,151.386138,10616.302152388489
2017-06-02 06:59:59.999234,35.1,2.35506,0.6292073,32.1157327,32115.732700000004,5676.282468397483,337.21519335000005,6013.497661747483,10212.34090172662,147.73237042000002,10360.073272146621
2017-06-02 07:59:59.999234,34.0,3.02232,4.380229999999999,26.597450000000002,26597.45,4700.955776079137,279.273225,4980.229001079137,8457.606402877698,122.34827,8579.954672877699
2017-06-02 08:59:59.999234,35.9,2.85384,9.65307,23.39309,23393.09,4134.6024357913675,245.62744500000002,4380.229880791368,7438.666028776979,107.608214,7546.274242776979
2017-06-02 09:59:59.999233,38.5,5.25854,12.59226,20.649200000000004,20649.200000000004,3649.634683453238,216.81660000000005,3866.451283453238,6566.148489208635,94.98632000000002,6661.134809208635
